label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
One,0.37644854187965393,0.41740134358406067,0.45311060547828674,0.444637656211853,0.4091665744781494,0.3968730568885803,0.4120672643184662,0.4205048680305481,0.42731988430023193,0.34689757227897644,0.3834840953350067,0.4048030376434326,0.41452646255493164,0.30653220415115356,0.34810924530029297,0.3739781379699707,0.38621360063552856,0.2717665731906891,0.31209301948547363,0.3426583707332611,0.35764026641845703,0.8432295918464661,0.8312808275222778,0.7516214847564697,0.683964192867279,0.6484843492507935,0.6219300031661987,0.540455162525177,0.47155487537384033,0.4171552062034607,0.6266279816627502,0.6260559558868408,0.709855318069458,0.7689991593360901,0.658553957939148,0.667206346988678,0.7398735284805298,0.7912348508834839,0.7061561346054077,0.7098483443260193,0.7658323645591736,0.8045096397399902,1.7342742353321228e-07,-0.030539022758603096,-0.049726784229278564,-0.06679337471723557,-0.08449847996234894,-0.04161815717816353,-0.07281780987977982,-0.09251423925161362,-0.10528265684843063,-0.04201327636837959,-0.08658408373594284,-0.09347468614578247,-0.08842317759990692,-0.04504985734820366,-0.08945786952972412,-0.0794379860162735,-0.0622485876083374,-0.05053790286183357,-0.08364050090312958,-0.07700911164283752,-0.06381270289421082
One,0.3796233832836151,0.4255983233451843,0.45708197355270386,0.4378320872783661,0.39711809158325195,0.3974822163581848,0.41065114736557007,0.4144437313079834,0.4187750816345215,0.34507840871810913,0.3818361759185791,0.39873620867729187,0.4075886309146881,0.3045015037059784,0.3468169569969177,0.368019700050354,0.37879881262779236,0.27146345376968384,0.3106277585029602,0.33581507205963135,0.34676510095596313,0.8723168969154358,0.8396537899971008,0.7501809597015381,0.6794539093971252,0.6476088166236877,0.6220853328704834,0.5351752638816833,0.4669577479362488,0.4088151156902313,0.6275249719619751,0.6354067921638489,0.7182357907295227,0.7800960540771484,0.6597375273704529,0.67796391248703,0.7476455569267273,0.7975190877914429,0.7082012295722961,0.7157252430915833,0.7696670889854431,0.8066559433937073,4.7106514244887876e-08,-0.02932306006550789,-0.046275727450847626,-0.060732390731573105,-0.07579819113016129,-0.037848472595214844,-0.06674499064683914,-0.08542487770318985,-0.09742631018161774,-0.037257906049489975,-0.08145345747470856,-0.0897606685757637,-0.08520518243312836,-0.03898623585700989,-0.07992386072874069,-0.07058636099100113,-0.05406631529331207,-0.04339670017361641,-0.07166488468647003,-0.06419534236192703,-0.05036970600485802
One,0.3662584125995636,0.41816943883895874,0.45356643199920654,0.43508318066596985,0.3930928111076355,0.39796140789985657,0.4103136956691742,0.4122789204120636,0.41355642676353455,0.343126505613327,0.37805333733558655,0.39445242285728455,0.40372657775878906,0.29997819662094116,0.34078171849250793,0.36147016286849976,0.37355837225914,0.26587674021720886,0.30140596628189087,0.32670608162879944,0.3395567834377289,0.8822991847991943,0.8376260995864868,0.7561821341514587,0.6887282729148865,0.6568551659584045,0.6182600855827332,0.5275965929031372,0.4611883759498596,0.4037471413612366,0.6215383410453796,0.6355361938476562,0.7152385711669922,0.7754031419754028,0.6532203555107117,0.6816429495811462,0.7548096776008606,0.8061003684997559,0.7002614140510559,0.71966952085495,0.7721673250198364,0.8071562051773071,4.632994432540727e-08,-0.032310742884874344,-0.05229126289486885,-0.07064518332481384,-0.0892043337225914,-0.039406150579452515,-0.07040420174598694,-0.08954635262489319,-0.10131426155567169,-0.03898763284087181,-0.0862845629453659,-0.09716515243053436,-0.09327753633260727,-0.041107721626758575,-0.0851888656616211,-0.07774052023887634,-0.06057414785027504,-0.046226635575294495,-0.0756327360868454,-0.06882589310407639,-0.054031360894441605
One,0.3650915324687958,0.4163508713245392,0.4492666721343994,0.42917436361312866,0.3867380619049072,0.39436882734298706,0.4065489172935486,0.4107454717159271,0.4129519462585449,0.3408358693122864,0.3711504340171814,0.38972073793411255,0.39935171604156494,0.2983945608139038,0.3344602882862091,0.3577810823917389,0.37111935019493103,0.2649906277656555,0.2971593141555786,0.3225403428077698,0.3352494537830353,0.8855971097946167,0.8364178538322449,0.7535578608512878,0.684190571308136,0.6474003791809082,0.6186891198158264,0.5239093899726868,0.45637190341949463,0.3970184326171875,0.6227681040763855,0.6299108862876892,0.7102302312850952,0.7711882591247559,0.6541624665260315,0.6762025356292725,0.7512563467025757,0.8025301694869995,0.7008603811264038,0.7147112488746643,0.7654185891151428,0.7983231544494629,5.298436889233926e-08,-0.03397505357861519,-0.054538220167160034,-0.07383886724710464,-0.09282554686069489,-0.03954385221004486,-0.07146719098091125,-0.09080194681882858,-0.10286890715360641,-0.039261478930711746,-0.08890726417303085,-0.10052259266376495,-0.09669160097837448,-0.04179314151406288,-0.08802381902933121,-0.0800672397017479,-0.061941493302583694,-0.047552648931741714,-0.07762269675731659,-0.07054420560598373,-0.055598411709070206
One,0.36203014850616455,0.4152941107749939,0.45152372121810913,0.4323199689388275,0.3887486755847931,0.39347127079963684,0.40507104992866516,0.40902912616729736,0.4108838737010956,0.3384917676448822,0.37170419096946716,0.3895164132118225,0.39724916219711304,0.29548829793930054,0.33248135447502136,0.3564038872718811,0.36984238028526306,0.26166191697120667,0.2942498028278351,0.32213184237480164,0.3372241258621216,0.885906457901001,0.833256185054779,0.7459329962730408,0.6731991171836853,0.6401141881942749,0.6130580306053162,0.5181949138641357,0.4508903920650482,0.3907622992992401,0.6169895529747009,0.6265578866004944,0.7103545665740967,0.7719147801399231,0.6484624743461609,0.6720479726791382,0.7479633092880249,0.7992488145828247,0.6952385306358337,0.7132270932197571,0.7659775018692017,0.8008550405502319,1.9735765022232954e-08,-0.03425629436969757,-0.054787978529930115,-0.0738750696182251,-0.09273611754179001,-0.04050407186150551,-0.07195229083299637,-0.09107113629579544,-0.10327024012804031,-0.03977663442492485,-0.08961436152458191,-0.10147137939929962,-0.09767653793096542,-0.04160359501838684,-0.08847373723983765,-0.08178627490997314,-0.06424688547849655,-0.046564895659685135,-0.07859841734170914,-0.07328476756811142,-0.059021271765232086
One,0.36878645420074463,0.4182419180870056,0.44779500365257263,0.42741966247558594,0.38863125443458557,0.39250776171684265,0.40477317571640015,0.4106547236442566,0.4154738485813141,0.3397206664085388,0.367844820022583,0.3904908299446106,0.40512844920158386,0.297377347946167,0.33268147706985474,0.3602791428565979,0.37693917751312256,0.26191166043281555,0.29544591903686523,0.32660943269729614,0.3431173264980316,0.8491799831390381,0.8261272311210632,0.7387953996658325,0.6669405102729797,0.6319973468780518,0.6141430735588074,0.5265643000602722,0.45497167110443115,0.39705690741539,0.6189432740211487,0.620377242565155,0.7046318054199219,0.7694710493087769,0.6505707502365112,0.661556601524353,0.7347983717918396,0.789465069770813,0.7000759840011597,0.7045115828514099,0.7580114603042603,0.7948051691055298,1.1296798163584754e-07,-0.03311184048652649,-0.05103938281536102,-0.06475064158439636,-0.07923994958400726,-0.04349089413881302,-0.07476041465997696,-0.09613175690174103,-0.10980971902608871,-0.04055427387356758,-0.0856817215681076,-0.09432383626699448,-0.09017331153154373,-0.04027991741895676,-0.08275007456541061,-0.07342832535505295,-0.05682077631354332,-0.042748816311359406,-0.07434579730033875,-0.06833508610725403,-0.05517572909593582
One,0.363751620054245,0.41794371604919434,0.4512912631034851,0.4306567311286926,0.3875505030155182,0.39452317357063293,0.407579243183136,0.4130062758922577,0.41577163338661194,0.34036684036254883,0.3710116446018219,0.39020422101020813,0.39996838569641113,0.2978174090385437,0.3345271646976471,0.36046746373176575,0.37645912170410156,0.26398685574531555,0.29708120226860046,0.3266412913799286,0.34422385692596436,0.8828728199005127,0.8253437280654907,0.7400132417678833,0.6668397188186646,0.6341251730918884,0.6095648407936096,0.5146638751029968,0.44866472482681274,0.3886308968067169,0.613323450088501,0.6181134581565857,0.6981225609779358,0.7593739032745361,0.6438764929771423,0.6636572480201721,0.7369329929351807,0.7906936407089233,0.6901612281799316,0.7044540643692017,0.7546765804290771,0.7916387319564819,4.9713488436964326e-08,-0.03379765897989273,-0.05412813648581505,-0.07351646572351456,-0.09282122552394867,-0.03833654522895813,-0.06945827603340149,-0.08880966901779175,-0.10135476291179657,-0.037967998534440994,-0.08728477358818054,-0.0998058095574379,-0.0968819186091423,-0.04032297059893608,-0.08695066720247269,-0.08120065927505493,-0.06438159942626953,-0.045901209115982056,-0.07824412733316422,-0.0740579143166542,-0.06068642437458038
One,0.36659708619117737,0.42114725708961487,0.45654305815696716,0.43684953451156616,0.39480385184288025,0.39642420411109924,0.4115222096443176,0.41643068194389343,0.41908740997314453,0.34223276376724243,0.37914028763771057,0.3978440761566162,0.4056882858276367,0.29999488592147827,0.3421218693256378,0.366961270570755,0.3804670572280884,0.2657220959663391,0.3034910559654236,0.3343793451786041,0.3516766130924225,0.8840507864952087,0.8296604156494141,0.7468777894973755,0.676987886428833,0.6385149955749512,0.6074419021606445,0.5150068998336792,0.44999268651008606,0.3910702168941498,0.6104444861412048,0.6201475858688354,0.7000921964645386,0.7582221031188965,0.6428573727607727,0.663998544216156,0.7381429672241211,0.789361834526062,0.6915674805641174,0.7067492008209229,0.7578030824661255,0.792783260345459,3.604614562391362e-08,-0.03306319937109947,-0.05406420677900314,-0.07421005517244339,-0.09391866624355316,-0.038437653332948685,-0.06959692388772964,-0.08882040530443192,-0.10138224065303802,-0.03866955637931824,-0.0860462337732315,-0.09794358164072037,-0.09561052918434143,-0.041559621691703796,-0.08741431683301926,-0.08122944831848145,-0.06501780450344086,-0.04752008989453316,-0.08006968349218369,-0.07558248192071915,-0.062281906604766846
One,0.36811625957489014,0.42111119627952576,0.4565194249153137,0.4375758767127991,0.3958492577075958,0.3965741693973541,0.4125574231147766,0.41748693585395813,0.41972586512565613,0.34244418144226074,0.3805854618549347,0.3994317650794983,0.40642255544662476,0.3000723123550415,0.3416995704174042,0.3666529059410095,0.37950965762138367,0.2655063271522522,0.30248236656188965,0.3336460590362549,0.3504166603088379,0.885050356388092,0.8312522172927856,0.7479946613311768,0.6776349544525146,0.6386258602142334,0.608212411403656,0.5159140825271606,0.45084327459335327,0.3913748264312744,0.6117992401123047,0.6197970509529114,0.7009450197219849,0.758229672908783,0.6441683769226074,0.6628918051719666,0.7391462922096252,0.7909236550331116,0.6926628947257996,0.7050649523735046,0.7578194737434387,0.7944883108139038,4.2425021717917843e-08,-0.03420170024037361,-0.05595049262046814,-0.07669086754322052,-0.0970330610871315,-0.03900329768657684,-0.07031058520078659,-0.08983590453863144,-0.10265731811523438,-0.03887352719902992,-0.08633048087358475,-0.09839092940092087,-0.09621039777994156,-0.04144370183348656,-0.08789268881082535,-0.08117581903934479,-0.06442883610725403,-0.04712200164794922,-0.07999846339225769,-0.07463622093200684,-0.06060056760907173
One,0.37217986583709717,0.4253653287887573,0.45955410599708557,0.4467616677284241,0.40918248891830444,0.4006910026073456,0.41519781947135925,0.42070239782333374,0.42327988147735596,0.34670814871788025,0.3866878151893616,0.4072134494781494,0.4143581688404083,0.30463263392448425,0.3513163626194,0.3731217086315155,0.38225534558296204,0.27115440368652344,0.312140554189682,0.3370097875595093,0.3466070294380188,0.8863877058029175,0.8295642137527466,0.7493202090263367,0.6785988211631775,0.6394906044006348,0.6082600951194763,0.5172062516212463,0.4519605040550232,0.3937445282936096,0.612051784992218,0.6205993890762329,0.7048599720001221,0.7652356028556824,0.6439695954322815,0.6691277623176575,0.7418987154960632,0.7887270450592041,0.6923798322677612,0.711002767086029,0.7591580152511597,0.7883899807929993,3.1634243669032e-08,-0.033589038997888565,-0.05555667355656624,-0.0769517570734024,-0.09732750058174133,-0.03736896812915802,-0.07035774737596512,-0.09021417796611786,-0.10280552506446838,-0.038179583847522736,-0.08910645544528961,-0.10104558616876602,-0.09700395911931992,-0.042167384177446365,-0.08884131908416748,-0.08195342123508453,-0.06441671401262283,-0.04952439293265343,-0.0793083906173706,-0.07365808635950089,-0.059843432158231735
