label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
A,0.5449561476707458,0.5698826313018799,0.5938789248466492,0.6119669079780579,0.6342335343360901,0.5016902089118958,0.5684125423431396,0.6168473958969116,0.6545314192771912,0.480260968208313,0.5546903014183044,0.6137288212776184,0.6555551290512085,0.4729791581630707,0.5389676094055176,0.5950120091438293,0.6342527866363525,0.476583868265152,0.5225726962089539,0.5626401901245117,0.5925186276435852,0.9507244825363159,0.8952410221099854,0.8329744338989258,0.7864327430725098,0.7561531066894531,0.7765900492668152,0.7628558874130249,0.793948769569397,0.8245677351951599,0.826168417930603,0.8184172511100769,0.8534306287765503,0.8846040368080139,0.8864855766296387,0.8844540119171143,0.909809947013855,0.9326043128967285,0.9485042095184326,0.9488318562507629,0.9562434554100037,0.9669568538665771,-4.97496785101248e-07,-0.024775849655270576,-0.05081002414226532,-0.07839439064264297,-0.10602779686450958,-0.04233655333518982,-0.08525639027357101,-0.11489453911781311,-0.12877637147903442,-0.04812788963317871,-0.08501137793064117,-0.09738220274448395,-0.1008879765868187,-0.0567857064306736,-0.0911538302898407,-0.09013625234365463,-0.08156927675008774,-0.06788405030965805,-0.08747536689043045,-0.08149881660938263,-0.07166867703199387
A,0.5513336658477783,0.5749337673187256,0.5947303771972656,0.6120885014533997,0.6336595416069031,0.5086537003517151,0.5773562788963318,0.6231746673583984,0.658452570438385,0.48611414432525635,0.5586679577827454,0.6131108403205872,0.651598334312439,0.47711607813835144,0.5450571179389954,0.6012765169143677,0.6395549178123474,0.47969943284988403,0.5288447141647339,0.569559633731842,0.5979690551757812,0.9653710722923279,0.9035561680793762,0.8399184346199036,0.7894600033760071,0.7509475350379944,0.785415768623352,0.7715268731117249,0.7979679703712463,0.8249303698539734,0.8322802782058716,0.817342221736908,0.8555845618247986,0.889301061630249,0.8892567753791809,0.8880814909934998,0.9181877374649048,0.9415518045425415,0.9472615718841553,0.9469751119613647,0.9560770988464355,0.9662263989448547,-1.8687930491978477e-07,-0.014831199310719967,-0.03329989314079285,-0.05419901758432388,-0.07471311837434769,-0.029026402160525322,-0.06970923393964767,-0.0964052826166153,-0.10819276422262192,-0.0392783023416996,-0.07939106225967407,-0.09252790361642838,-0.09393340349197388,-0.052029043436050415,-0.09104114025831223,-0.09137333929538727,-0.0813000500202179,-0.06596063077449799,-0.08776000887155533,-0.08236701786518097,-0.07198275625705719
A,0.5662362575531006,0.5895914435386658,0.6065236330032349,0.6240307688713074,0.6434113383293152,0.5182597041130066,0.5853686332702637,0.6311693787574768,0.6628085374832153,0.4965464770793915,0.5698713064193726,0.62229984998703,0.6534450054168701,0.48893651366233826,0.5566546320915222,0.6111300587654114,0.6424380540847778,0.4924963414669037,0.5386513471603394,0.5771495699882507,0.6002219319343567,0.9749894142150879,0.9099856019020081,0.8439923524856567,0.7938858866691589,0.754456639289856,0.7758657932281494,0.7689483165740967,0.8026784658432007,0.8327764868736267,0.8232283592224121,0.8139454126358032,0.8554435968399048,0.8881672620773315,0.8826054930686951,0.8800473809242249,0.9153633117675781,0.9413292407989502,0.9442331194877625,0.9385142922401428,0.9515476226806641,0.9645711779594421,-2.014654967297247e-07,-0.015423398464918137,-0.035111717879772186,-0.056672532111406326,-0.07726943492889404,-0.03154919669032097,-0.07397157698869705,-0.10103537887334824,-0.11281950026750565,-0.04192351549863815,-0.08108587563037872,-0.09308170527219772,-0.0946655422449112,-0.05496889352798462,-0.09354466199874878,-0.09186843037605286,-0.08119893074035645,-0.0691571980714798,-0.09113052487373352,-0.08421323448419571,-0.07290130108594894
A,0.5652540922164917,0.5850136280059814,0.5976195931434631,0.6114593148231506,0.6348710656166077,0.5200880169868469,0.5889734625816345,0.6225175261497498,0.6339935660362244,0.5030177235603333,0.5806448459625244,0.6146528124809265,0.6210982799530029,0.4955359697341919,0.5651521682739258,0.5978126525878906,0.603053092956543,0.4964328110218048,0.5489572882652283,0.5774415135383606,0.5839613080024719,0.9674203395843506,0.8946748971939087,0.828472912311554,0.7811700105667114,0.7494735717773438,0.7721064686775208,0.7670651078224182,0.8042299151420593,0.831817626953125,0.8206497430801392,0.8143796920776367,0.8542056679725647,0.8819222450256348,0.8783014416694641,0.8755757212638855,0.9058530926704407,0.9282625913619995,0.9389575123786926,0.9358525276184082,0.9485361576080322,0.9612131714820862,-2.1445985964874126e-07,-0.009598447941243649,-0.02470416948199272,-0.04252556338906288,-0.059856828302145004,-0.02157624624669552,-0.053319867700338364,-0.07405920326709747,-0.08496751636266708,-0.03225519508123398,-0.059238091111183167,-0.06758556514978409,-0.07086813449859619,-0.04501407593488693,-0.07115090638399124,-0.0684187114238739,-0.0622086226940155,-0.05876752734184265,-0.07242793589830399,-0.06500227004289627,-0.0565202571451664
A,0.5494987368583679,0.5995411276817322,0.6198047399520874,0.6269798874855042,0.6433027982711792,0.5349901914596558,0.6015467643737793,0.6239113211631775,0.6245427131652832,0.5139437913894653,0.5850154161453247,0.6068122386932373,0.6054455637931824,0.502637505531311,0.5699785947799683,0.5892094373703003,0.5876445174217224,0.5000976920127869,0.5527114272117615,0.5729969143867493,0.5760574340820312,0.9521931409835815,0.8754073977470398,0.7939026951789856,0.7358013391494751,0.692327618598938,0.7174264788627625,0.7112806439399719,0.7471275925636292,0.7725685834884644,0.7499299049377441,0.7401900291442871,0.7793483138084412,0.8093150854110718,0.7941423058509827,0.7849829196929932,0.815589427947998,0.8414664268493652,0.8454799652099609,0.8316981196403503,0.8509939908981323,0.8681657314300537,-1.7169141131034849e-07,-0.019053174182772636,-0.03234409913420677,-0.04443464055657387,-0.05539330840110779,-0.019234545528888702,-0.04305189102888107,-0.06319498270750046,-0.0769364982843399,-0.02128016948699951,-0.039570145308971405,-0.049019064754247665,-0.0555686354637146,-0.02587997354567051,-0.041969627141952515,-0.03892338648438454,-0.036018431186676025,-0.03292204439640045,-0.043267495930194855,-0.03814840316772461,-0.032698486000299454
A,0.5540111064910889,0.6071835160255432,0.6320143342018127,0.6471758484840393,0.6687890291213989,0.5547553896903992,0.6290369033813477,0.6493989825248718,0.6472427845001221,0.5354000329971313,0.6157248616218567,0.6350343823432922,0.6314400434494019,0.5243209600448608,0.5997822284698486,0.6169525384902954,0.612635612487793,0.5216096639633179,0.5796058773994446,0.5956910848617554,0.5946472883224487,0.9522589445114136,0.8822161555290222,0.7972820997238159,0.7351324558258057,0.6954300403594971,0.7084640860557556,0.6968084573745728,0.7510977983474731,0.786213755607605,0.7357264161109924,0.7270960807800293,0.783932089805603,0.8187414407730103,0.7762654423713684,0.7701439261436462,0.8194547891616821,0.8508831858634949,0.8246918320655823,0.8219666481018066,0.8591984510421753,0.8828186988830566,-2.588335235031991e-07,-0.008954151533544064,-0.018434321507811546,-0.02943722903728485,-0.03814057260751724,-0.007788730785250664,-0.032676637172698975,-0.0499190017580986,-0.05957813560962677,-0.015345048159360886,-0.03677807003259659,-0.041329387575387955,-0.04125458002090454,-0.0257419366389513,-0.04588628560304642,-0.03911324590444565,-0.030694512650370598,-0.037684179842472076,-0.049578532576560974,-0.04238666594028473,-0.03368910029530525
A,0.5612388253211975,0.6219329833984375,0.6711559295654297,0.6967720985412598,0.7145297527313232,0.6183566451072693,0.6584292054176331,0.6652839779853821,0.6569116115570068,0.5870771408081055,0.630304753780365,0.6389239430427551,0.6314878463745117,0.5571193099021912,0.5974095463752747,0.610057532787323,0.6060366630554199,0.5294938683509827,0.564536988735199,0.579376220703125,0.5801146626472473,0.9253420829772949,0.8863189816474915,0.8129242658615112,0.7535445690155029,0.7067427039146423,0.6906758546829224,0.6727823615074158,0.7329971790313721,0.7699865698814392,0.6944026947021484,0.6936955451965332,0.7577589750289917,0.7913752198219299,0.7133476138114929,0.7193662524223328,0.7776412963867188,0.8120050430297852,0.7450133562088013,0.748499870300293,0.7946484684944153,0.8263839483261108,-3.5732912806452077e-07,-0.014118795283138752,-0.023983808234333992,-0.035628218203783035,-0.04442101716995239,0.00216737505979836,-0.02315148152410984,-0.04148760437965393,-0.049870360642671585,-0.0013708681799471378,-0.020477324724197388,-0.02729683555662632,-0.02754129096865654,-0.009152015671133995,-0.026815026998519897,-0.019238904118537903,-0.00923227146267891,-0.019154876470565796,-0.02563159354031086,-0.014618760906159878,-0.002543743932619691
A,0.5710042119026184,0.6254637837409973,0.6734158992767334,0.6983757019042969,0.7126438021659851,0.6221746802330017,0.6580414175987244,0.663318395614624,0.6550129055976868,0.5897989869117737,0.6318863034248352,0.6389095783233643,0.6310871243476868,0.558828592300415,0.600451648235321,0.612436056137085,0.6081889271736145,0.5301989316940308,0.569184422492981,0.5839071273803711,0.5837234258651733,0.9264978170394897,0.8877534866333008,0.8116693496704102,0.7544454336166382,0.7071846127510071,0.691881537437439,0.6729580163955688,0.7315662503242493,0.7623546123504639,0.6966098546981812,0.6932270526885986,0.7546970248222351,0.7845006585121155,0.714896023273468,0.7191762924194336,0.7761958241462708,0.8075681328773499,0.7454269528388977,0.7478655576705933,0.79413241147995,0.8241736888885498,-2.818767370627029e-07,-0.010267145931720734,-0.016034405678510666,-0.0240195170044899,-0.029087942093610764,0.004926689434796572,-0.01744014024734497,-0.03357500210404396,-0.0412001796066761,-0.0002903162967413664,-0.019086753949522972,-0.026576954871416092,-0.027850931510329247,-0.009279667399823666,-0.028574494644999504,-0.02324698120355606,-0.015030937269330025,-0.019833704456686974,-0.030862079933285713,-0.02258344180881977,-0.012284682132303715
A,0.5921619534492493,0.6476765275001526,0.7130458354949951,0.7452355027198792,0.7551108598709106,0.6864405274391174,0.7075732946395874,0.693078875541687,0.6821540594100952,0.6498622894287109,0.6659505367279053,0.6501672863960266,0.6419331431388855,0.612076461315155,0.6281301975250244,0.6169068813323975,0.6080268025398254,0.5709302425384521,0.5898184180259705,0.5862464904785156,0.5801559686660767,0.4950988292694092,0.5054318308830261,0.45537933707237244,0.3944332003593445,0.3436346650123596,0.34991157054901123,0.3029567003250122,0.35468438267707825,0.3870779275894165,0.3345620632171631,0.289277583360672,0.35521209239959717,0.38588759303092957,0.32748284935951233,0.28151777386665344,0.3466833829879761,0.3798092305660248,0.3253307342529297,0.282549113035202,0.3301781415939331,0.35963547229766846,-4.762165417560027e-07,-0.024495722725987434,-0.03014524094760418,-0.03403409197926521,-0.034421633929014206,-0.012937966734170914,-0.03820101171731949,-0.049387793987989426,-0.052026230841875076,-0.009457089006900787,-0.034535862505435944,-0.03718070313334465,-0.032932937145233154,-0.010891196317970753,-0.039648737758398056,-0.030125880613923073,-0.016222409904003143,-0.013874887488782406,-0.031222641468048096,-0.020645540207624435,-0.007927604019641876
A,0.6040517091751099,0.6646862626075745,0.7360931038856506,0.7740101218223572,0.7756257653236389,0.7095287442207336,0.7292906045913696,0.7107656002044678,0.693482518196106,0.6716627478599548,0.6881765127182007,0.671037495136261,0.6584330201148987,0.6324301362037659,0.6433395147323608,0.6324787735939026,0.6231449842453003,0.5900701880455017,0.6018610596656799,0.6009401679039001,0.5961455702781677,0.5065053105354309,0.500730037689209,0.45023542642593384,0.3862605392932892,0.3255588710308075,0.3509901463985443,0.30221331119537354,0.36286842823028564,0.4030023515224457,0.33350619673728943,0.27984654903411865,0.35557445883750916,0.39347174763679504,0.3251715302467346,0.27294057607650757,0.34723028540611267,0.38558995723724365,0.3237684369087219,0.2732399106025696,0.32306790351867676,0.35747331380844116,-3.297031696547492e-07,-0.028215091675519943,-0.036005157977342606,-0.04187166690826416,-0.043351609259843826,-0.008240691386163235,-0.03851766511797905,-0.05318892374634743,-0.05567891150712967,-0.0036724370438605547,-0.03334841877222061,-0.03896840289235115,-0.03338458761572838,-0.005087418481707573,-0.03656444326043129,-0.02746981754899025,-0.010753774084150791,-0.008524148724973202,-0.02793600596487522,-0.01763235032558441,-0.0023923066910356283
